,id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
112,113,45,24,"Swigert, John L., Jr.","Swigert, John L., Jr.",male,1931,U.S.,civilian,1966 NASA group 5,1966,1,1,pilot,1970,Apollo 13,Apollo 13,Apollo 13,Apollo 13,142.0,142.0,0,0.0,0.0
113,114,46,25,"Haise, Fred W., Jr.","Haise, Fred W., Jr.",male,1933,U.S.,civilian,NASA Astronaut Group 5,1966,1,1,pilot,1970,Apollo 13,Apollo 13,Apollo 13,Apollo 13,142.0,142.0,0,0.0,0.0
114,115,47,22,"Sevastyanov, Vitali",Виталий Иванович Севастьянов,male,1935,U.S.S.R/Russia,civilian,Mishin-Group / TsKBEM-1,1968,1,2,flight engineer,1970,Soyuz 9,Soyuz 9,Soyuz 9,Soyuz 9,424.0,1936.3,0,0.0,0.0
115,116,47,22,"Sevastyanov, Vitali",Виталий Иванович Севастьянов,male,1935,U.S.S.R/Russia,civilian,Mishin-Group / TsKBEM-2,1968,2,2,flight engineer,1975,Soyuz 18,Soyuz 18,Salyut 5,Soyuz 18,1511.0,1936.3,0,0.0,0.0
116,117,48,26,"Shepard, Alan B., Jr.","Shepard, Alan B., Jr.",male,1923,U.S.,military,1959 NASA group 1,1959,2,2,commander,1971,Apollo 14,Apollo 14,Apollo 14,Apollo 14,216.0,216.25,2,9.25,9.25
117,118,49,27,"Roosa, Stuart A.","Roosa, Stuart A.",male,1933,U.S.,military,1966 NASA group 5,1966,1,1,pilot,1971,Apollo 14,Apollo 14,Apollo 14,Apollo 14,216.0,216.0,0,0.0,0.0
118,119,50,28,"Mitchell, Edgar D.","Mitchell, Edgar D.",male,1930,U.S.,military,NASA- 5,1966,1,1,pilot,1971,Apollo 14,Apollo 14,Apollo 14,Apollo 14,216.0,216.0,2,9.38,9.38
119,120,51,23,"Rukavishnikov, Nikolai",Николай Николаевич Рукавишников,male,1932,U.S.S.R/Russia,military,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,1,3,flight engineer,1971,Soyuz 10,Soyuz 10,Soyuz 10,Soyuz 10,47.0,237.15,0,0.0,0.0
120,121,51,23,"Rukavishnikov, Nikolai",Николай Николаевич Рукавишников,male,1932,U.S.S.R/Russia,military,Korolyov-Group / Mishin-Group / TsKBEM-2,1968,2,3,flight engineer,1974,Soyuz 16,Soyuz 16,Soyuz 16,Soyuz 16,142.0,237.15,0,0.0,0.0
121,122,51,23,"Rukavishnikov, Nikolai",Николай Николаевич Рукавишников,male,1932,U.S.S.R/Russia,military,Korolyov-Group / Mishin-Group / TsKBEM-3,1968,3,3,commander,1979,Soyuz 33,Soyuz 33,Soyuz 33,Soyuz 33,47.0,237.15,0,0.0,0.0
122,123,52,24,"Dobrovolski, Georgi",Георгий Тимофеевич Добровольский,male,1928,U.S.S.R/Russia,military,TsPK-2,1963,1,1,commander,1971,Soyuz 11,Soyuz 11,Salyut 1,Soyuz 11,570.0,570.35,0,0.0,0.0
123,124,53,25,"Patsayev, Viktor",Виктор Иванович Пацаев,male,1933,U.S.S.R/Russia,civilian,TsKBEM-1,1968,1,1,flight engineer,1971,Soyuz 11,Soyuz 11,Salyut 1,Soyuz 11,570.0,570.35,0,0.0,0.0
124,125,54,29,"Worden, Alfred M.","Worden, Alfred M.",male,1932,U.S.,military,1966 NASA group 5,1966,1,1,pilot,1971,Apollo 15,Apollo 15,Apollo 15,Apollo 15,295.2,295.2,1,0.63,0.63
125,126,55,30,"Irwin, James B.","Irwin, James B.",male,1930,U.S.,military,NASA- 5,1966,1,1,pilot,1971,Apollo 15,Apollo 15,Apollo 15,Apollo 15,295.0,295.0,3,18.5,18.5
126,127,56,31,"Mattingly, Thomas K., II","Mattingly, Thomas K., II",male,1936,U.S.,military,NASA- 5,1966,1,3,pilot,1972,Apollo 16,Apollo 16,Apollo 16,Apollo 16,266.0,508.0,1,1.38,1.38
127,128,56,31,"Mattingly, Thomas K., II","Mattingly, Thomas K., II",male,1936,U.S.,military,NASA- 5,1966,2,3,commander,1982,STS-4,STS-4,STS-4,STS-4,169.0,508.0,0,0.0,1.38
128,129,56,31,"Mattingly, Thomas K., II","Mattingly, Thomas K., II",male,1936,U.S.,military,NASA- 5,1966,3,3,commander,1985,STS-151-C,STS-151-C,STS-151-C,STS-151-C,73.0,508.0,0,0.0,1.38
129,130,57,32,"Duke, Jr. Charles Moss","Duke, Jr. Charles Moss",male,1935,U.S.,military,NASA- 5,1966,1,1,pilot,1972,Apollo 16,Apollo 16,Apollo 16,Apollo 16,265.0,265.0,3,20.25,20.25
130,131,58,33,"Evans, Ronald E.","Evans, Ronald E.",male,1933,U.S.,military,NASA- 5,1966,1,1,pilot,1972,Apollo 17,Apollo 17,Apollo 17,Apollo 17,301.0,301.0,1,1.4,1.4
131,132,59,34,"Schmitt, Harrison H.","Schmitt, Harrison H.",male,1935,U.S.,civilian,NASA-4,1965,1,1,pilot,1972,Apollo 17,Apollo 17,Apollo 17,Apollo 17,301.0,301.0,3,22.07,22.07
132,133,60,35,"Weitz, Paul J.","Weitz, Paul J.",male,1932,U.S.,military,1966 NASA group 5,1966,1,2,pilot,1973,Skylab-2,Apollo Sk.2,Apollo Sk.2,Apollo Sk.2,267.0,793.22,2,2.27,2.27
133,134,60,35,"Weitz, Paul J.","Weitz, Paul J.",male,1932,U.S.,military,1966 NASA group 5,1966,2,2,commander,1983,STS-6,STS-6,STS-6,STS-6,120.0,793.22,0,0.0,2.27
134,135,61,36,"Kerwin, Joseph P.","Kerwin, Joseph P.",male,1932,U.S.,military,NASA- 4,1965,1,1,MSP,1973,Skylab 2,Apollo Sk.2,Apollo Sk.2,Apollo Sk.2,672.0,672.0,1,3.42,3.42
135,136,62,37,"Lousma, Jack R.","Lousma, Jack R.",male,1936,U.S.,military,NASA- 5,1966,1,2,pilot,1973,Skylab 3,Apollo Sk.3,Skylab 3,Skylab 3,1427.0,1619.0,2,11.0,11.0
136,137,62,37,"Lousma, Jack R.","Lousma, Jack R.",male,1936,U.S.,military,NASA- 5,1966,2,2,commander,1982,STS-3,STS-3,STS-3,STS-3,192.0,1619.0,0,0.0,11.0
137,138,63,38,"Garriott, Owen K.","Garriott, Owen K.",male,1930,U.S.,civilian,NASA Astronaut Group 4,1965,1,2,MSP,1973,Skylab 3,Apollo Sk.3,Skylab,Apollo Sk.3,1427.0,1674.0,3,13.72,13.72
138,139,63,38,"Garriott, Owen K.","Garriott, Owen K.",male,1930,U.S.,civilian,NASA Astronaut Group 5,1965,2,2,MSP,1983,STS-9,STS-9,STS-9,STS-9,247.0,1674.0,0,0.0,13.72
139,140,64,26,"Lazarev, Vasili",Василий Григорьевич Лазарев,male,1928,U.S.S.R/Russia,military,Voskhod-1 / TsPK-3,1964,1,1,commander,1973,Soyuz 12,Soyuz 12,Soyuz 12,Soyuz 12,47.0,47.25,0,0.0,0.0
140,141,65,27,"Makarov, Oleg",Олег Григорьевич Макаров,male,1933,U.S.S.R/Russia,civilian,Korolyov-Group / Mishin-Group / TsKBEM-1,1968,1,3,flight engineer,1973,Soyuz 12,Soyuz 12,Soyuz 12,Soyuz 12,47.0,497.33,0,0.0,0.0
141,142,65,27,"Makarov, Oleg",Олег Григорьевич Макаров,male,1933,U.S.S.R/Russia,civilian,Korolyov-Group / Mishin-Group / TsKBEM-2,1968,2,3,flight engineer,1978,Soyuz 27/26,Soyuz 27,Salyut 6,Soyuz 26,142.0,497.33,0,0.0,0.0
142,143,65,27,"Makarov, Oleg",Олег Григорьевич Макаров,male,1933,U.S.S.R/Russia,civilian,Korolyov-Group / Mishin-Group / TsKBEM-3,1968,3,3,flight engineer,1980,Soyuz T­3,Soyuz T­3,Salyut 6,Soyuz T­3,307.0,497.33,0,0.0,0.0
143,144,66,39,"Carr, Gerald P.","Carr, Gerald P.",male,1932,U.S.,military,NASA- 5,1966,1,1,commander,1974,Skylab 4,Skylab 4,Skylab 4,Skylab 4,2017.0,2017.0,3,15.85,15.85
144,145,67,40,"Pogue, William R.","Pogue, William R.",male,1930,U.S.,military,NASA-5,1966,1,1,pilot,1973,Skylab 4,Skylab 4,Skylab 4,Skylab 4,2017.0,2017.0,2,13.62,13.62
145,146,68,41,"Gibson, Edward G.","Gibson, Edward G.",male,1936,U.S.,civilian,NASA Astronaut Group 4,1965,1,1,MSP,1973,Skylab 4,Skylab 4,Skylab 4,Skylab 4,2017.0,2017.0,3,15.35,15.35
146,147,69,28,"Klimuk, Pyotr",Петр Ильич Климук,male,1942,U.S.S.R/Russia,military,TsPK-3,1965,1,3,commander,1973,Soyuz 13,Soyuz 13,Soyuz 13,Soyuz 13,188.0,1890.28,0,0.0,0.0
147,148,69,28,"Klimuk, Pyotr",Петр Ильич Климук,male,1942,U.S.S.R/Russia,military,TsPK-4,1965,2,3,commander,1975,Saluyt 4,Soyuz 18,Saluyt 4,Soyuz 18,1511.0,1890.28,0,0.0,0.0
148,149,69,28,"Klimuk, Pyotr",Петр Ильич Климук,male,1942,U.S.S.R/Russia,military,TsPK-5,1965,3,3,commander,1978,Saluyt 6,Soyuz 30,Saluyt 6,Soyuz 30,190.0,1890.28,0,0.0,0.0
149,150,70,29,"Lebedev, Valentin",Валентин Витальевич Лебедев,male,1942,U.S.S.R/Russia,civilian,TsKBEM-2 / AN-4,1972,1,2,flight engineer,1973,Soyuz 13,Soyuz 13,Soyuz 13,Soyuz 13,188.0,5261.98,0,0.0,2.55
150,151,70,29,"Lebedev, Valentin",Валентин Витальевич Лебедев,male,1942,U.S.S.R/Russia,civilian,TsKBEM-2 / AN-5,1972,2,2,flight engineer,1982,Salyut 7,Soyuz T­5,Salyut 7,Soyuz T­7,5313.0,5261.98,1,2.55,2.55
151,152,71,30,"Artyukhin, Yuri",Юрий Петрович Артюхин,male,1930,U.S.S.R/Russia,military,TsPK-2,1963,1,1,flight engineer,1974,Soyuz 14,Soyuz 14,Salyut 3,Soyuz 14,377.0,377.5,0,0.0,0.0
152,153,72,31,"Sarafanov, Gennadi",Геннадий Васильевич Сарафанов,male,1942,U.S.S.R/Russia,military,TsPK-3,1965,1,1,commander,1974,Soyuz 15,Soyuz 15,Soyuz 15,Soyuz 15,48.0,48.2,0,0.0,0.0
153,154,73,32,"Dyomin, Lev",Лев Степанович Дёмин,male,1926,U.S.S.R/Russia,military,TsPK-2,1963,1,1,flight engineer,1974,Soyuz 15,Soyuz 15,Soyuz 15,Soyuz 15,48.0,48.2,0,0.0,0.0
154,155,74,33,"Gubarev, Aleksei",Алексей Александрович Губарев,male,1931,U.S.S.R/Russia,military,TsPK-2,1963,1,2,commander,1975,Salyut 4,Soyuz 17,Salyut 4,Soyuz 17,709.0,899.6,0,0.0,0.0
155,156,74,33,"Gubarev, Aleksei",Алексей Александрович Губарев,male,1931,U.S.S.R/Russia,military,TsPK-3,1963,2,2,commander,1978,Salyut 6,Soyuz 28,Salyut 6,Soyuz 28,190.0,899.6,0,0.0,0.0
156,157,75,34,"Grechko, Georgi",Георгий Михайлович Гречко,male,1931,U.S.S.R/Russia,civilian,Korolyov-Group / Mishin-Group / TsKBEM-1 / AN-3,1968,1,3,flight engineer,1975,Salyut 4,Soyuz 17,Salyut 4,Soyuz 17,709.0,3236.53,0,0.0,1.01
157,158,75,34,"Grechko, Georgi",Георгий Михайлович Гречко,male,1931,U.S.S.R/Russia,civilian,Korolyov-Group / Mishin-Group / TsKBEM-1 / AN-4,1968,2,3,flight engineer,1977,Salyut 6,Soyuz 26,Salyut 6,Soyuz 27,2314.0,3236.53,1,1.01,1.01
158,159,75,34,"Grechko, Georgi",Георгий Михайлович Гречко,male,1931,U.S.S.R/Russia,civilian,Korolyov-Group / Mishin-Group / TsKBEM-1 / AN-5,1968,3,3,flight engineer,1985,Soyuz 7,Soyuz T­14,Soyuz 7,Soyuz T­13,213.0,3236.53,0,0.0,1.01
159,160,76,42,"Brand, Vance D.","Brand, Vance D.",male,1931,U.S.,civilian,NASA- 5,1966,1,4,pilot,1975,ASTP,ASTP,ASTP,ASTP,217.5,746.0,0,0.0,0.0
160,161,76,42,"Brand, Vance D.","Brand, Vance D.",male,1931,U.S.,civilian,NASA- 5,1966,2,4,commander,1982,STS-5,STS-5,STS-5,STS-5,122.25,746.0,0,0.0,0.0
161,162,76,42,"Brand, Vance D.","Brand, Vance D.",male,1931,U.S.,civilian,NASA- 5,1966,3,4,commander,1984,STS-41-B,STS-41-B,STS-41-B,STS-41-B,191.25,746.0,0,0.0,0.0
162,163,76,42,"Brand, Vance D.","Brand, Vance D.",male,1931,U.S.,civilian,NASA- 5,1966,4,4,commander,1990,STS-35,STS-35,STS-35,STS-35,215.0,746.0,0,0.0,0.0
163,164,77,43,"Slayton, Donald K.","Slayton, Donald K.",male,1924,U.S.,civilian,1959 NASA group 1,1959,1,1,pilot,1975,ASTP,ASTP,ASTP,ASTP,217.47,217.47,0,0.0,0.0
164,165,78,35,"Zholobov, Vitali",Виталий Михайлович Жолобов,male,1937,U.S.S.R/Russia,military,TsPK-2,1963,1,1,flight engineer,1976,Soyuz 21,Soyuz 21,Salyut 5,Soyuz 21,1182.0,1182.38,0,0.0,0.0
165,166,79,36,"Aksyonov, Vladimir",Владимир Викторович Аксёнов,male,1935,U.S.S.R/Russia,military,TsKBEM-3,1973,1,2,flight engineer,1976,Soyuz 22,Soyuz 22,Soyuz 22,Soyuz 22,189.0,284.18,0,0.0,0.0
166,167,79,36,"Aksyonov, Vladimir",Владимир Викторович Аксёнов,male,1935,U.S.S.R/Russia,military,TsKBEM-4,1973,2,2,flight engineer,1980,Soyuz T­2,Soyuz T­2,Salyut 6,Soyuz T­2,94.0,284.18,0,0.0,0.0
167,168,80,37,"Zudov, Vyacheslav",Вячеслав Дмитриевич Зудов,male,1942,U.S.S.R/Russia,military,TsPK-3,1965,1,1,commander,1976,Soyuz 23,Soyuz 23,Soyuz 23,Soyuz 23,48.0,48.1,0,0.0,0.0
168,169,81,38,"Rozhdestvensky, Valery",Валерий Ильич Рождественский,male,1939,U.S.S.R/Russia,military,TsPK-3,1965,1,1,flight engineer,1976,Soyuz 23,Soyuz 23,Soyuz 23,Soyuz 23,48.0,48.1,0,0.0,0.0
169,170,82,39,"Glazkov, Yuri",Юрий Николаевич Глазков,male,1939,U.S.S.R/Russia,military,TsPK-3,1965,1,1,flight engineer,1977,Soyuz 24,Soyuz 24,Salyut 5,Soyuz 24,425.0,425.42,0,0.0,0.0
170,171,83,40,"Kovalyonok, Vladimir",Владимир Васильевич Ковалёнок,male,1942,U.S.S.R/Russia,military,TsPK-4,1967,1,3,commander,1977,Soyuz 25,Soyuz 25,Soyuz 25,Soyuz 25,48.0,5193.13,0,0.0,2.33
171,172,83,40,"Kovalyonok, Vladimir",Владимир Васильевич Ковалёнок,male,1942,U.S.S.R/Russia,military,TsPK-5,1967,2,3,commander,1978,Salyut 6,Soyuz 29,Salyut 6,Soyuz 31,3350.0,5193.13,1,2.33,2.33
172,173,83,40,"Kovalyonok, Vladimir",Владимир Васильевич Ковалёнок,male,1942,U.S.S.R/Russia,military,TsPK-6,1967,3,3,commander,1981,Salyut 6,Soyuz T­4,Salyut 6,Soyuz T­4,1793.0,5193.13,0,0.0,2.33
173,174,84,41,"Ryumin, Valery",Валерий Викторович Рюмин,male,1939,U.S.S.R/Russia,civilian,TsKBEM-3,1973,1,4,flight engineer,1977,Soyuz 25,Soyuz 25,Soyuz 25,Soyuz 25,48.0,8921.4,0,0.0,1.38
174,175,84,41,"Ryumin, Valery",Валерий Викторович Рюмин,male,1939,U.S.S.R/Russia,civilian,TsKBEM-3,1973,2,4,flight engineer,1979,Salyut 6,Soyuz 32,Salyut 6,Soyuz 34,4200.0,8921.4,1,1.38,1.38
175,176,84,41,"Ryumin, Valery",Валерий Викторович Рюмин,male,1939,U.S.S.R/Russia,civilian,TsKBEM-3,1973,3,4,flight engineer,1980,Salyut 6,Soyuz 35,Salyut 6,Soyuz 37,4436.0,8921.4,0,0.0,1.38
176,177,84,41,"Ryumin, Valery",Валерий Викторович Рюмин,male,1939,U.S.S.R/Russia,civilian,TsKBEM-3,1973,4,4,MSP,1998,STS­ 91,STS­ 91,STS­ 91,STS­ 91,235.0,8921.4,0,0.0,1.38
177,178,85,42,"Romanenko, Yuri",Юрий Викторович Романенко,male,1944,U.S.S.R/Russia,military,TsPK-5,1970,1,3,commander,1977,Soyuz 26/27,Soyuz 26,Salyut 6,Soyuz 27,2314.0,10338.35,1,1.47,10.27
178,179,85,42,"Romanenko, Yuri",Юрий Викторович Романенко,male,1944,U.S.S.R/Russia,military,TsPK-5,1970,2,3,commander,1980,Soyuz 38,Soyuz 38,Salyut 6,Soyuz 38,188.0,10338.35,0,0.0,10.27
179,180,85,42,"Romanenko, Yuri",Юрий Викторович Романенко,male,1944,U.S.S.R/Russia,military,TsPK-5,1970,3,3,commander,1987,2,Soyuz TM­2/3,Mir,Soyuz TM­2/3,7835.0,10338.35,3,8.8,10.27
180,181,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military,TsPK-5,1970,1,5,commander,1978,Soyuz 27/26,Soyuz 27,Salyut 6,Soyuz 26,142.0,3495.93,0,0.0,8.57
181,182,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military,TsPK-5,1970,2,5,commander,1981,Soyuz 39,Soyuz 39,Salyut 6,Soyuz 39,188.0,3495.93,0,0.0,8.57
182,183,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military,TsPK-5,1970,3,5,commander,1982,Salyut 7,Soyuz T­6,Salyut 7,Soyuz T­6,189.0,3495.93,0,0.0,8.57
183,184,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military,TsPK-5,1970,4,5,commander,1984,Salyut 7,Soyuz T­12,Salyut 7,Soyuz T­12,283.0,3495.93,1,3.57,8.57
184,185,86,43,"Dzhanibekov, Vladimir",Владимир Александрович Джанибеков,male,1942,U.S.S.R/Russia,military,TsPK-5,1970,5,5,commander,1985,Salyut 7,Soyuz T­13,Salyut 7,Soyuz T­13,2691.0,3495.93,1,5.0,8.57
185,186,87,1,Vladimir Remek,,male,1948,Czechoslovakia,military,Air Gorce Group 6 - USSR,1976,1,1,pilot,1978,Soyuz 28,Soyuz 28,Soyuz 28,Soyuz 28,190.28,190.28,0,0.0,0.0
186,187,88,44,"Ivanchenkov, Aleksandr",Александр Сергеевич Иванченков,male,1940,U.S.S.R/Russia,military,TsKBEM-3,1973,1,2,flight engineer,1978,Salyut 6,Soyuz 29,Salyut 6,Soyuz 31,3350.0,3540.62,1,2.33,2.33
187,188,88,44,"Ivanchenkov, Aleksandr",Александр Сергеевич Иванченков,male,1940,U.S.S.R/Russia,military,TsKBEM-4,1973,2,2,flight engineer,1982,Salyut 7,Soyuz T6,Salyut 7,Soyuz T6,189.0,3540.62,0,0.0,2.33
188,189,89,1,Miroslaw Hermaszewske,Miroslaw Hermaszewske,male,1941,Poland,military,1976 Intercosmos Group,1976,1,1,pilot,1978,Soyuz 30,Soyuz 30,Soyuz 30,Soyuz 30,190.03,190.03,0,0.0,0.0
189,190,90,1,"Jahn, Sigmund","Jahn, Sigmund",male,1937,Germany,military,Interkosmos-1,1976,1,1,MSP,1978,Soyuz 31,Soyuz 31,Soyuz 31,Soyuz 29,188.82,188.82,0,0.0,0.0
190,191,91,45,"Lyakhov, Vladimir",Владимир Афанасьевич Ляхов,male,1941,U.S.S.R/Russia,military,TsPK-4,1967,1,3,commander,1979,Salyut 6,Soyuz 32,Salyut 6,Soyuz 34,4200.0,7999.78,1,1.38,7.12
191,192,91,45,"Lyakhov, Vladimir",Владимир Афанасьевич Ляхов,male,1941,U.S.S.R/Russia,military,TsPK-4,1967,2,3,commander,1983,Salyut 7,Soyuz T­9,Salyut 7,Soyuz T­9,3586.0,7999.78,2,5.73,7.12
192,193,91,45,"Lyakhov, Vladimir",Владимир Афанасьевич Ляхов,male,1941,U.S.S.R/Russia,military,TsPK-4,1967,3,3,commander,1988,3,Soyuz TM­6,Mir,Soyuz TM­5,212.0,7999.78,0,0.0,7.12
193,194,92,1,Georgi Ivanov,Георги Иванов Иванов,male,1940,Bulgaria,military,1978 Intercosmos Group,1978,1,1,pilot,1979,Soyuz 33,Soyuz 33,Soyuz 33,Soyuz 33,47.0,47.0,0,0.0,0.0
194,195,93,46,"Popov, Leonid",Леонид Иванович Попов,male,1945,U.S.S.R/Russia,military,TsPK-5,1970,1,3,commander,1980,Salyut 6,Soyuz 35,Salyut 6,Soyuz 37,4436.0,4814.75,0,0.0,0.0
195,196,93,46,"Popov, Leonid",Леонид Иванович Попов,male,1945,U.S.S.R/Russia,military,TsPK-6,1970,2,3,commander,1981,Salyut 6,Soyuz 40,Salyut 6,Soyuz 40,188.0,4814.75,0,0.0,0.0
196,197,93,46,"Popov, Leonid",Леонид Иванович Попов,male,1945,U.S.S.R/Russia,military,TsPK-7,1970,3,3,commander,1982,Salyut 7,Soyuz T­7,Salyut 7,Soyuz T­5,189.0,4814.75,0,0.0,0.0
197,198,94,1,Bertalan Farkas,Farkas Bertalan,male,1949,Hungry,civilian,1978 Intercosmos Group,1978,1,1,pilot,1980,Soyuz 36/35,,Soyuz 36/35,,188.75,188.75,0,0.0,0.0
198,199,95,47,"Malyshev, Yuri",Юрий Васильевич Малышев,male,1941,U.S.S.R/Russia,military,TsPK-4,1967,1,2,commander,1980,Salyut 7,Soyuz T­2,Salyut 7,Soyuz T­2,94.0,283.98,0,0.0,0.0
199,200,95,47,"Malyshev, Yuri",Юрий Васильевич Малышев,male,1941,U.S.S.R/Russia,military,TsPK-5,1967,2,2,commander,1984,Salyut 7,Soyuz T­11,Salyut 7,Soyuz T­10,189.0,283.98,0,0.0,0.0
200,201,96,1,Pham Tuan,Phạm Tuân,male,1947,Vietnam,military,1979 Intercosmos Group,1979,1,1,MSP,1980,Salyut 6,Soyuz 37,Salyut 6,Soyuz 36,188.7,188.7,0,0.0,0.0
201,202,97,1,Arnaldo Tamayo Mendez,Arnaldo Tamayo Méndez,male,1942,Cuba,military,1978 Intercosmos Group,1978,1,1,pilot,1980,Soyuz 38,Soyuz 38,Soyuz 38,Soyuz 38,1887.71,188.71,0,0.0,0.0
202,203,98,48,"Kizim, Leonid",Леонид Денисович Кизим,male,1941,U.S.S.R/Russia,military,TsPK-3,1965,1,3,commander,1980,Salyut 6,Soyuz T­3,Salyut 6,Soyuz T­3,307.0,8993.93,0,0.0,31.48
203,204,98,48,"Kizim, Leonid",Леонид Денисович Кизим,male,1941,U.S.S.R/Russia,military,TsPK-4,1965,2,3,commander,1984,Salyut 7,Soyuz T­10,Salyut 7,Soyuz T­11,5686.0,8993.93,6,22.83,31.48
204,205,98,48,"Kizim, Leonid",Леонид Денисович Кизим,male,1941,U.S.S.R/Russia,military,TsPK-5,1965,3,3,commander,1986,1,Soyuz T­15,Mir/Salyut 7,Soyuz T­15,3000.0,8993.93,2,8.83,31.48
205,206,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian,TsKBEM-3,1973,1,5,MSP,1980,Salyut 6,Soyuz T­3,Salyut 6,Soyuz T­3,307.0,6454.37,0,0.0,20.93
206,207,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian,TsKBEM-3,1973,2,5,flight engineer,1983,Soyuz T­8,Soyuz T­8,Soyuz T­8,Soyuz T­8,48.0,6454.37,0,0.0,20.93
207,208,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian,TsKBEM-3,1973,3,5,flight engineer,1984,Salyut 7,Soyuz T­11,Salyut 7,Soyuz T­10,189.0,6454.37,0,0.0,20.93
208,209,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian,TsKBEM-3,1973,4,5,flight engineer,1990,7,Soyuz TM­10,Mir,Soyuz TM­10,3140.0,6454.37,1,2.75,20.93
209,210,99,49,"Strekalov, Gennadi",Геннадий Михайлович Стрекалов,male,1940,U.S.S.R/Russia,civilian,TsKBEM-3,1973,5,5,flight engineer,1995,18,Soyuz TM­21,Mir,STS­71,2768.0,6454.37,3,18.18,20.93
210,211,100,50,"Savinykh, Viktor",Виктор Петрович Савиных,male,1940,U.S.S.R/Russia,civilian,NPOE-4,1978,1,3,flight engineer,1981,Salyut 6,Soyuz T­4,Salyut 6,Soyuz T­4,1793.0,6065.63,1,5.0,5.0
211,212,110,52,"Serebrov, Aleksandr",Александр Александрович Серебров,male,1944,U.S.S.R/Russia,civilian,NPOE-4,1978,2,4,MSP,1983,Soyuz T­8,Soyuz T­8,Soyuz T­8,Soyuz T­8,48.0,8950.87,0,0.0,31.82
212,213,110,52,"Serebrov, Aleksandr",Александр Александрович Серебров,male,1944,U.S.S.R/Russia,civilian,NPOE-4,1978,3,4,flight engineer,1990,5,Soyuz TM­8,Mir,Soyuz TM­8,3990.0,8950.87,5,17.6,31.82
213,214,110,52,"Serebrov, Aleksandr",Александр Александрович Серебров,male,1944,U.S.S.R/Russia,civilian,NPOE-4,1978,4,4,flight engineer,1993,14,Soyuz TM­17,Mir,Soyuz TM­17,4721.0,8950.87,5,14.22,31.82
214,215,111,53,"Savitskaya, Svetlana",Светлана Евгеньевна Савицкая,female,1948,U.S.S.R/Russia,civilian,MAP,1980,1,2,MSP,1982,Salyut 7,Soyuz T­7,Salyut 7,Soyuz T­5,189.0,473.1,0,0.0,3.58
215,216,111,53,"Savitskaya, Svetlana",Светлана Евгеньевна Савицкая,female,1948,U.S.S.R/Russia,civilian,MAP,1980,2,2,flight engineer,1984,Salyut 7,Soyuz T­12,Salyut 7,Soyuz T­12,283.0,473.1,1,3.58,3.58
216,217,112,49,"Overmyer, Robert F.","Overmyer, Robert F.",male,1936,U.S.,military,MOL-2 / NASA-7,1966,1,2,pilot,1982,STS-5,STS-5,STS-5,STS-5,122.0,290.0,0,0.0,0.0
217,218,112,49,"Overmyer, Robert F.","Overmyer, Robert F.",male,1936,U.S.,military,MOL-2 / NASA-7,1966,2,2,commander,1985,STS-51-B,STS-51-B,STS-51-B,STS-51-B,168.0,290.0,0,0.0,0.0
218,219,113,50,"Allen, Joseph P.","Allen, Joseph P.",male,1937,U.S.,civilian,NASA- 6,1967,1,2,MSP,1982,STS-5,STS-5,STS-5,STS-5,122.0,314.0,0,0.0,11.7
219,220,113,50,"Allen, Joseph P.","Allen, Joseph P.",male,1937,U.S.,civilian,NASA- 6,1967,2,2,MSP,1984,STS-51-A,STS-51-A,STS-51-A,STS-51-A,191.0,314.0,2,11.7,11.7
220,221,114,51,"Lenoir, William B.","Lenoir, William B.",male,1939,U.S.,civilian,NASA- 6,1967,1,1,MSP,1982,STS-5,STS-5,STS-5,STS-5,122.0,122.0,0,0.0,0.0
221,222,115,52,"Bobko, Karol J.","Bobko, Karol J.",male,1937,U.S.,military,"1966 USAF MOL Gropu 2, NASA- 7",1969,1,3,pilot,1983,STS-6,STS-6,STS-6,STS-6,122.0,386.0,0,0.0,0.0
222,223,115,52,"Bobko, Karol J.","Bobko, Karol J.",male,1937,U.S.,military,"1966 USAF MOL Gropu 2, NASA- 7",1969,2,3,commander,1985,STS-51-D,STS-51-D,STS-51-D,STS-51-D,236.0,386.0,0,0.0,0.0
